model,block,exp,config_id,payoff,sigma_delta,mu_delta,Delta,b_Delta,J_hat,S_hat,empirical_mr,theory_mr,corrected,ratio_corrected,ratio_b5_raw
heston,Exp06,exp06,Exp06-H3,ATM,3.3e-05,6.831e-05,5.44157860871187e-05,1.3894213912881304e-05,4.636142786036765e-07,1.3894213912881304e-05,6.447e-05,6.876e-05,5.011217180851502e-05,0.9209123934787293,0.9376
heston,Exp06,exp06,Exp06-H3,OTM_K110,3.1e-05,9.297e-05,8.012692438410198e-05,1.2843075615898023e-05,2.3774690330019316e-08,1.2843075615898023e-05,8.683e-05,9.3e-05,7.396314969377196e-05,0.9230748623174038,0.9337
heston,Exp06,exp06,Exp06-H3,OTM_K125,2.7e-05,0.00010878,9.681231069907145e-05,1.1967689300928553e-05,3.3933938502523107e-10,1.1967689300928553e-05,0.00010203,0.00010878,9.006197135968642e-05,0.9302739569932631,0.938
heston,Exp06,exp06,Exp06-H4,ATM,1.8e-05,-3.139e-05,-7.627908170817972e-06,-2.376209182918203e-05,5.911278144977206e-07,2.376209182918203e-05,3.068e-05,3.204e-05,6.326780356320249e-06,0.8294253437036071,0.9575
heston,Exp06,exp06,Exp06-H4,OTM_K110,1.8e-05,-4.092e-05,-1.8874051251835494e-05,-2.2045948748164507e-05,1.424822862584009e-07,2.2045948748164507e-05,4.068e-05,4.107e-05,1.849156896557709e-05,0.979735019198848,0.9905
heston,Exp06,exp06,Exp06-H4,OTM_K125,1.7e-05,-5.125e-05,-3.191419281201865e-05,-1.933580718798135e-05,1.2334354046611085e-08,1.933580718798135e-05,5.162e-05,5.126e-05,3.2271858457972036e-05,1.0112071029983467,1.0069
heston,Exp06,exp06,Exp06-H5,ATM,2.7e-05,-0.00022516,-0.0001971060570133678,-2.805394298663219e-05,2.3553428984576863e-22,2.805394298663219e-05,0.00022314,0.00022516,0.00019508605701336782,0.9897517101675725,0.9911
heston,Exp06,exp06,Exp06-H5,OTM_K110,2.6e-05,-0.00023023,-0.0002041521895139425,-2.60778104860575e-05,2.3981058398082435e-24,2.60778104860575e-05,0.00022866,0.00023023,0.0002025821895139425,0.9923096587710475,0.9932
heston,Exp06,exp06,Exp06-H5,OTM_K125,2.2e-05,-0.0002105,-0.00018780594660306488,-2.2694053396935118e-05,2.449789061168148e-27,2.2694053396935118e-05,0.00020939,0.0002105,0.00018669594660306488,0.9940896440177902,0.9947
heston,Exp09,exp09,Exp09-W1_luna,ATM,0.000483,0.00257622,0.001458822298225382,0.0011173977017746182,8.184027854203517e-12,0.0011173977017746182,0.00257373,0.00257622,0.0014563322900413543,0.9982931381107509,0.999
heston,Exp09,exp09,Exp09-W1_luna,OTM_K110,0.00048,0.00262551,0.001506691377283439,0.0011188186227165612,3.724947990860473e-12,0.0011188186227165612,0.00262273,0.00262551,0.0015039113735584911,0.9981548950456196,0.9989
heston,Exp09,exp09,Exp09-W1_luna,OTM_K125,0.000471,0.00261221,0.0015006923828332352,0.0011115176171667645,2.340886887515971e-12,0.0011115176171667645,0.00260901,0.00261221,0.0014974923804923486,0.9978676493747205,0.9988
heston,Exp09,exp09,Exp09-W2_ftx,ATM,0.000206,0.002052,0.0017763960555409702,0.0002756039444590298,4.571912234155702e-28,0.0002756039444590298,0.00205295,0.002052,0.0017773460555409702,1.0005347906493243,1.0005
heston,Exp09,exp09,Exp09-W2_ftx,OTM_K110,0.000201,0.00210456,0.0018208870448485123,0.00028367295515148785,2.227243176991892e-30,0.00028367295515148785,0.00210743,0.00210456,0.0018237570448485121,1.0015761548790845,1.0014
heston,Exp09,exp09,Exp09-W2_ftx,OTM_K125,0.000191,0.00204582,0.0017530871206513144,0.0002927328793486854,1.583011109202938e-31,0.0002927328793486854,0.00204954,0.00204582,0.0017568071206513144,1.0021219709826046,1.0018
heston,Exp09,exp09,Exp09-W3_etf,ATM,0.000215,-0.00204558,-0.0018312090971006148,-0.00021437090289938522,4.046334564374383e-26,0.00021437090289938522,0.00204875,0.00204558,0.0018343790971006146,1.0017310966863473,1.0015
heston,Exp09,exp09,Exp09-W3_etf,OTM_K110,0.000212,-0.00209862,-0.001873906051395995,-0.0002247139486040049,8.81615809911357e-28,0.0002247139486040049,0.00210326,0.00209862,0.0018785460513959951,1.002476111327216,1.0022
heston,Exp09,exp09,Exp09-W3_etf,OTM_K125,0.000201,-0.00202922,-0.0017930953467321618,-0.00023612465326783814,1.128520754156079e-28,0.00023612465326783814,0.00203438,0.00202922,0.001798255346732162,1.0028777053096503,1.0025
heston,Exp09,exp09,Exp09-W4_stab,ATM,0.000356,-0.00276691,-0.002513701457699134,-0.0002532085423008661,3.4242449369255587e-19,0.0002532085423008661,0.00288205,0.00276691,0.0026288414576991336,1.0458049620997518,1.0416
heston,Exp09,exp09,Exp09-W4_stab,OTM_K110,0.000338,-0.00278259,-0.0025114920870785516,-0.0002710979129214486,7.319363668651656e-21,0.0002710979129214486,0.00289157,0.00278259,0.0026204720870785514,1.043392531698863,1.0392
heston,Exp09,exp09,Exp09-W4_stab,OTM_K125,0.000284,-0.00243924,-0.002169016094917005,-0.0002702239050829951,2.8301961601536892e-22,0.0002702239050829951,0.00252537,0.00243924,0.002255146094917005,1.0397092489086834,1.0353
kou,KouAB_stageA,kou_stageA,KouA-A,ATM,4.1e-05,-0.00031318,-0.0002777814421048228,-3.5398557895177174e-05,1.1419309448212057e-19,3.5398557895177174e-05,0.00030319,0.00031318,0.0002677914421048227,0.9640364744156297,0.9681
kou,KouAB_stageA,kou_stageA,KouA-A,OTM_K110,4e-05,-0.00031756,-0.0002812065971568331,-3.63534028431669e-05,9.966534013193908e-21,3.63534028431669e-05,0.00031019,0.00031756,0.0002738365971568331,0.9737915110295594,0.9768
kou,KouAB_stageA,kou_stageA,KouA-A,OTM_K125,3.7e-05,-0.00029957,-0.0002628344503136698,-3.673554968633018e-05,2.5116983801414133e-21,3.673554968633018e-05,0.00029539,0.00029957,0.0002586544503136698,0.9840964531285319,0.9861
kou,KouAB_stageA,kou_stageA,KouA-B,ATM,0.000217,-0.00161048,-0.0013928656015801595,-0.0002176143984198406,3.271204912365627e-18,0.0002176143984198406,0.00153585,0.00161048,0.0013182356015801562,0.9464198125681774,0.9537
kou,KouAB_stageA,kou_stageA,KouA-B,OTM_K110,0.000212,-0.00163157,-0.0014105199545410645,-0.00022105004545893542,3.7440583838640764e-19,0.00022105004545893542,0.00157201,0.00163157,0.0013509599545410641,0.9577744364351235,0.9635
kou,KouAB_stageA,kou_stageA,KouA-B,OTM_K125,0.000196,-0.00154007,-0.001319822098251764,-0.000220247901748236,9.481401197407942e-20,0.000220247901748236,0.00149819,0.00154007,0.001277942098251764,0.9682684506832593,0.9728
kou,KouAB_stageA,kou_stageA,KouA-C,ATM,0.000401,-0.00330122,-0.0027954269045151327,-0.0005057930954848674,8.687003419426533e-21,0.0005057930954848674,0.00303714,0.00330122,0.0025313469045151324,0.9055314236357023,0.92
kou,KouAB_stageA,kou_stageA,KouA-C,OTM_K110,0.000398,-0.00334138,-0.002832040903688875,-0.000509339096311125,2.1422134346940776e-21,0.000509339096311125,0.00311072,0.00334138,0.002601380903688875,0.9185534362517314,0.931
kou,KouAB_stageA,kou_stageA,KouA-C,OTM_K125,0.000372,-0.00315625,-0.002653544848534024,-0.000502705151465976,9.248159214461871e-22,0.000502705151465976,0.00296759,0.00315625,0.002464884848534024,0.9289026525765234,0.9402
kou,KouAB_stageA,kou_stageA,KouA-D,ATM,0.001313,-0.01042761,-0.008497535986329513,-0.001930074013670487,3.1968926401587334e-19,0.001930074013670487,0.00911637,0.01042761,0.007186295986329513,0.8456917390983141,0.8743
kou,KouAB_stageA,kou_stageA,KouA-D,OTM_K110,0.00136,-0.01056094,-0.008622528281140372,-0.0019384117188596273,1.3816549139947768e-18,0.0019384117188596273,0.00933626,0.01056094,0.007397848281140372,0.8579674127971627,0.884
kou,KouAB_stageA,kou_stageA,KouA-D,OTM_K125,0.001327,-0.01002126,-0.008121432115875453,-0.0018998278841245476,7.298498633150766e-18,0.0018998278841245476,0.00895767,0.01002126,0.007057842115875445,0.869039107287378,0.8939
kou,KouAB_stageB,kou_stageB,KouB-A,ATM,5.7e-05,-0.00032967,-0.0002777814421048228,-5.18885578951772e-05,6.825015453731665e-14,5.18885578951772e-05,0.00031581,0.00032967,0.0002639214420365726,0.9501046579525639,0.958
kou,KouAB_stageB,kou_stageB,KouB-A,OTM_K110,5.4e-05,-0.00033442,-0.0002812065971568331,-5.32134028431669e-05,4.909427128401005e-15,5.32134028431669e-05,0.00032108,0.00033442,0.0002678665971519237,0.9525615681147427,0.9601
kou,KouAB_stageB,kou_stageB,KouB-A,OTM_K125,5e-05,-0.0003157,-0.0002628344503136698,-5.2865549686330175e-05,2.0567423972661397e-15,5.2865549686330175e-05,0.00030345,0.0003157,0.00025058445031161307,0.9533927155004321,0.9612
kou,KouAB_stageB,kou_stageB,KouB-B,ATM,0.000289,-0.0016532,-0.0013928656015801595,-0.0002603343984198406,5.081693542383569e-13,0.0002603343984198406,0.00159303,0.0016532,0.00133269560107199,0.9568012876189141,0.9636
kou,KouAB_stageB,kou_stageB,KouB-B,OTM_K110,0.000277,-0.00167748,-0.0014105199545410645,-0.00026696004545893556,6.079072866482213e-14,0.00026696004545893556,0.0016195,0.00167748,0.0013525399544802737,0.9588945906974741,0.9654
kou,KouAB_stageB,kou_stageB,KouB-B,OTM_K125,0.000254,-0.0015853,-0.001319822098251764,-0.00026547790174823605,1.6847778312229996e-14,0.00026547790174823605,0.00153184,0.0015853,0.0012663620982349161,0.9594945409023982,0.9663
kou,KouAB_stageB,kou_stageB,KouB-C,ATM,0.00054,-0.0033184,-0.0027954269045151327,-0.0005229730954848673,6.688238408451895e-14,0.0005229730954848673,0.00318857,0.0033184,0.0026655969044482503,0.9535562887166955,0.9609
kou,KouAB_stageB,kou_stageB,KouB-C,OTM_K110,0.000521,-0.00336719,-0.002832040903688875,-0.0005351490963111248,7.92240532730783e-15,0.0005351490963111248,0.0032437,0.00336719,0.0027085509036809527,0.9563954038068199,0.9633
kou,KouAB_stageB,kou_stageB,KouB-C,OTM_K125,0.000482,-0.00318502,-0.002653544848534024,-0.000531475151465976,2.7255014524318294e-15,0.000531475151465976,0.00307333,0.00318502,0.0025418548485312983,0.9579091342419066,0.9649
kou,KouAB_stageB,kou_stageB,KouB-D,ATM,0.001524,-0.00991983,-0.008497535986329513,-0.001422294013670486,1.695284950630007e-14,0.001422294013670486,0.00977775,0.00991983,0.00835545598631256,0.9832798589796471,0.9857
kou,KouAB_stageB,kou_stageB,KouB-D,OTM_K110,0.001483,-0.01008659,-0.008622528281140372,-0.0014640617188596272,2.169387067865645e-15,0.0014640617188596272,0.00995281,0.01008659,0.008488748281138202,0.9844848290849008,0.9867
kou,KouAB_stageB,kou_stageB,KouB-D,OTM_K125,0.001374,-0.00959326,-0.008121432115875453,-0.0014718278841245463,5.513082705425479e-16,0.0014718278841245463,0.00947585,0.00959326,0.008004022115874901,0.985543190126401,0.9878
kou,KouBTC,kou_btc,KouBTC-Luna_pre,ATM,0.000784,-0.00386043,-0.0024837989848234448,-0.0013766310151765554,1.2564441506328802e-10,0.0013766310151765554,0.00406065,0.00386043,0.0026840188591790294,1.0806103374624807,1.0519
kou,KouBTC,kou_btc,KouBTC-Luna_pre,OTM_K110,0.000782,-0.00398588,-0.002569308473640499,-0.0014165715263595008,4.9477047702093535e-11,0.0014165715263595008,0.00418456,0.00398588,0.002767988424163452,1.0773281809332298,1.0498
kou,KouBTC,kou_btc,KouBTC-Luna_pre,OTM_K125,0.000777,-0.00411433,-0.0026452805678193456,-0.0014690494321806546,1.638307565868079e-11,0.0014690494321806546,0.00430947,0.00411433,0.00284042055143627,1.0737691063817059,1.0474
kou,KouBTC,kou_btc,KouBTC-Luna_post,ATM,0.002546,-0.01378255,-0.00585138869694341,-0.00793116130305659,2.7370216474054682e-11,0.00793116130305659,0.01329223,0.01378255,0.005361068669573194,0.9162045024241263,0.9644
kou,KouBTC,kou_btc,KouBTC-Luna_post,OTM_K110,0.002559,-0.01392602,-0.005969905326165884,-0.007956114673834117,2.3332890174654397e-11,0.007956114673834117,0.01343248,0.01392602,0.0054763653028329935,0.9173286683174484,0.9646
kou,KouBTC,kou_btc,KouBTC-Luna_post,OTM_K125,0.002573,-0.01408726,-0.006098921334636416,-0.007988338665363585,1.937095390690019e-11,0.007988338665363585,0.01358981,0.01408726,0.0056014713152654615,0.9184363935724366,0.9647
kou,KouBTC,kou_btc,KouBTC-FTX_pre,ATM,0.000395,-0.00293601,-0.0023573027603467065,-0.0005787072396532937,5.456385601465907e-18,0.0005787072396532937,0.00295606,0.00293601,0.0023773527603467006,1.0085054836134182,1.0068
kou,KouBTC,kou_btc,KouBTC-FTX_pre,OTM_K110,0.000397,-0.0030436,-0.0024427360730406565,-0.0006008639269593436,8.865185723132603e-19,0.0006008639269593436,0.0030655,0.0030436,0.0024646360730406556,1.0089653566104415,1.0072
kou,KouBTC,kou_btc,KouBTC-FTX_pre,OTM_K125,0.000391,-0.00310397,-0.0024775706064301705,-0.0006263993935698296,9.77883778111935e-20,0.0006263993935698296,0.00312789,0.00310397,0.0025014906064301703,1.0096546188988191,1.0077
kou,KouBTC,kou_btc,KouBTC-FTX_post,ATM,0.000779,-0.00451417,-0.0028188867107216305,-0.0016952832892783692,8.71374347663179e-13,0.0016952832892783692,0.00445297,0.00451417,0.0027576867098502563,0.9782893010071672,0.9864
kou,KouBTC,kou_btc,KouBTC-FTX_post,OTM_K110,0.000778,-0.00466089,-0.0029330298662797617,-0.0017278601337202383,2.577228422053744e-13,0.0017278601337202383,0.0045948,0.00466089,0.0028669398660220386,0.977466986948363,0.9858
kou,KouBTC,kou_btc,KouBTC-FTX_post,OTM_K125,0.000772,-0.00480799,-0.0030377857270871274,-0.0017702042729128725,5.5882265653132944e-14,0.0017702042729128725,0.00473621,0.00480799,0.0029660057270312454,0.9763709469644818,0.9851
kou,KouBTC,kou_btc,KouBTC-ETF_pre,ATM,0.000329,-0.00319532,-0.002603578806938931,-0.0005917411930610691,8.877208895233599e-27,0.0005917411930610691,0.00325369,0.00319532,0.002661948806938931,1.022419140855055,1.0183
kou,KouBTC,kou_btc,KouBTC-ETF_pre,OTM_K110,0.00033,-0.00330538,-0.0026898544482991077,-0.0006155255517008924,4.1772789082104995e-28,0.0006155255517008924,0.00336385,0.00330538,0.0027483244482991074,1.0217372356474428,1.0177
kou,KouBTC,kou_btc,KouBTC-ETF_pre,OTM_K125,0.000325,-0.00335836,-0.0027150840849374386,-0.0006432759150625613,1.5368914553159783e-29,0.0006432759150625613,0.00341573,0.00335836,0.0027724540849374387,1.0211301006544415,1.0171
kou,KouBTC,kou_btc,KouBTC-ETF_post,ATM,0.000615,-0.00379939,-0.0026642565914285384,-0.0011351334085714618,6.166435139967082e-14,0.0011351334085714618,0.00374187,0.00379939,0.002606736591366874,0.9784104878461338,0.9849
kou,KouBTC,kou_btc,KouBTC-ETF_post,OTM_K110,0.000615,-0.00394187,-0.002765519968089477,-0.0011763500319105229,1.3393445947741412e-14,0.0011763500319105229,0.00388547,0.00394187,0.0027091199680760836,0.9796060051403799,0.9857
kou,KouBTC,kou_btc,KouBTC-ETF_post,OTM_K125,0.000612,-0.00408277,-0.0028531098181854525,-0.0012296601818145478,2.233213954577369e-15,0.0012296601818145478,0.00402764,0.00408277,0.0027979798181832186,0.9806772246722364,0.9865
