config_key,block,config_id,payoff,model_class,pair,proto_pair,axis,step,diag,scale,window,scenario,clipped,n_cal,n_eval,n_seeds,lambda_1,lambda_2,lambda_status,lambda_source
Exp05_axis__Exp05ax-xi2__ATM,Exp05_axis,Exp05ax-xi2,ATM,heston,,,xi,0.015,,,,,,150,50,,"{""T"":1.0,""kappa"":1.0,""omega"":0.2,""rho"":-0.5,""v"":0.1,""xi"":0.3}","{""T"":1.0,""kappa"":1.0,""omega"":0.2,""rho"":-0.5,""v"":0.1,""xi"":0.315}",derived,code/b5_thm35_387.py:254 BASE_H + :358 AXIS_PAIRS_DEF
Exp05_axis__Exp05ax-xi2__OTM_K110,Exp05_axis,Exp05ax-xi2,OTM_K110,heston,,,xi,0.015,,,,,,150,50,,"{""T"":1.0,""kappa"":1.0,""omega"":0.2,""rho"":-0.5,""v"":0.1,""xi"":0.3}","{""T"":1.0,""kappa"":1.0,""omega"":0.2,""rho"":-0.5,""v"":0.1,""xi"":0.315}",derived,code/b5_thm35_387.py:254 BASE_H + :358 AXIS_PAIRS_DEF
Exp05_axis__Exp05ax-xi2__OTM_K125,Exp05_axis,Exp05ax-xi2,OTM_K125,heston,,,xi,0.015,,,,,,150,50,,"{""T"":1.0,""kappa"":1.0,""omega"":0.2,""rho"":-0.5,""v"":0.1,""xi"":0.3}","{""T"":1.0,""kappa"":1.0,""omega"":0.2,""rho"":-0.5,""v"":0.1,""xi"":0.315}",derived,code/b5_thm35_387.py:254 BASE_H + :358 AXIS_PAIRS_DEF
Exp05_axis__Exp05ax-xi3__ATM,Exp05_axis,Exp05ax-xi3,ATM,heston,,,xi,0.03,,,,,,150,50,,"{""T"":1.0,""kappa"":1.0,""omega"":0.2,""rho"":-0.5,""v"":0.1,""xi"":0.3}","{""T"":1.0,""kappa"":1.0,""omega"":0.2,""rho"":-0.5,""v"":0.1,""xi"":0.32999999999999996}",derived,code/b5_thm35_387.py:254 BASE_H + :358 AXIS_PAIRS_DEF
Exp05_axis__Exp05ax-xi3__OTM_K110,Exp05_axis,Exp05ax-xi3,OTM_K110,heston,,,xi,0.03,,,,,,150,50,,"{""T"":1.0,""kappa"":1.0,""omega"":0.2,""rho"":-0.5,""v"":0.1,""xi"":0.3}","{""T"":1.0,""kappa"":1.0,""omega"":0.2,""rho"":-0.5,""v"":0.1,""xi"":0.32999999999999996}",derived,code/b5_thm35_387.py:254 BASE_H + :358 AXIS_PAIRS_DEF
Exp05_axis__Exp05ax-xi3__OTM_K125,Exp05_axis,Exp05ax-xi3,OTM_K125,heston,,,xi,0.03,,,,,,150,50,,"{""T"":1.0,""kappa"":1.0,""omega"":0.2,""rho"":-0.5,""v"":0.1,""xi"":0.3}","{""T"":1.0,""kappa"":1.0,""omega"":0.2,""rho"":-0.5,""v"":0.1,""xi"":0.32999999999999996}",derived,code/b5_thm35_387.py:254 BASE_H + :358 AXIS_PAIRS_DEF
Exp05_axis__Exp05ax-xi4__ATM,Exp05_axis,Exp05ax-xi4,ATM,heston,,,xi,0.09,,,,,,150,50,,"{""T"":1.0,""kappa"":1.0,""omega"":0.2,""rho"":-0.5,""v"":0.1,""xi"":0.3}","{""T"":1.0,""kappa"":1.0,""omega"":0.2,""rho"":-0.5,""v"":0.1,""xi"":0.39}",derived,code/b5_thm35_387.py:254 BASE_H + :358 AXIS_PAIRS_DEF
Exp05_axis__Exp05ax-xi4__OTM_K110,Exp05_axis,Exp05ax-xi4,OTM_K110,heston,,,xi,0.09,,,,,,150,50,,"{""T"":1.0,""kappa"":1.0,""omega"":0.2,""rho"":-0.5,""v"":0.1,""xi"":0.3}","{""T"":1.0,""kappa"":1.0,""omega"":0.2,""rho"":-0.5,""v"":0.1,""xi"":0.39}",derived,code/b5_thm35_387.py:254 BASE_H + :358 AXIS_PAIRS_DEF
Exp05_axis__Exp05ax-xi4__OTM_K125,Exp05_axis,Exp05ax-xi4,OTM_K125,heston,,,xi,0.09,,,,,,150,50,,"{""T"":1.0,""kappa"":1.0,""omega"":0.2,""rho"":-0.5,""v"":0.1,""xi"":0.3}","{""T"":1.0,""kappa"":1.0,""omega"":0.2,""rho"":-0.5,""v"":0.1,""xi"":0.39}",derived,code/b5_thm35_387.py:254 BASE_H + :358 AXIS_PAIRS_DEF
Exp05_axis__Exp05ax-xi5__ATM,Exp05_axis,Exp05ax-xi5,ATM,heston,,,xi,0.3,,,,,,150,50,,"{""T"":1.0,""kappa"":1.0,""omega"":0.2,""rho"":-0.5,""v"":0.1,""xi"":0.3}","{""T"":1.0,""kappa"":1.0,""omega"":0.2,""rho"":-0.5,""v"":0.1,""xi"":0.6}",derived,code/b5_thm35_387.py:254 BASE_H + :358 AXIS_PAIRS_DEF
Exp05_axis__Exp05ax-xi5__OTM_K110,Exp05_axis,Exp05ax-xi5,OTM_K110,heston,,,xi,0.3,,,,,,150,50,,"{""T"":1.0,""kappa"":1.0,""omega"":0.2,""rho"":-0.5,""v"":0.1,""xi"":0.3}","{""T"":1.0,""kappa"":1.0,""omega"":0.2,""rho"":-0.5,""v"":0.1,""xi"":0.6}",derived,code/b5_thm35_387.py:254 BASE_H + :358 AXIS_PAIRS_DEF
Exp05_axis__Exp05ax-xi5__OTM_K125,Exp05_axis,Exp05ax-xi5,OTM_K125,heston,,,xi,0.3,,,,,,150,50,,"{""T"":1.0,""kappa"":1.0,""omega"":0.2,""rho"":-0.5,""v"":0.1,""xi"":0.3}","{""T"":1.0,""kappa"":1.0,""omega"":0.2,""rho"":-0.5,""v"":0.1,""xi"":0.6}",derived,code/b5_thm35_387.py:254 BASE_H + :358 AXIS_PAIRS_DEF
Exp05_axis__Exp05ax-rho1__ATM,Exp05_axis,Exp05ax-rho1,ATM,heston,,,rho,0.005,,,,,,150,50,,"{""T"":1.0,""kappa"":1.0,""omega"":0.2,""rho"":-0.5,""v"":0.1,""xi"":0.3}","{""T"":1.0,""kappa"":1.0,""omega"":0.2,""rho"":-0.495,""v"":0.1,""xi"":0.3}",derived,code/b5_thm35_387.py:254 BASE_H + :358 AXIS_PAIRS_DEF
Exp05_axis__Exp05ax-rho1__OTM_K110,Exp05_axis,Exp05ax-rho1,OTM_K110,heston,,,rho,0.005,,,,,,150,50,,"{""T"":1.0,""kappa"":1.0,""omega"":0.2,""rho"":-0.5,""v"":0.1,""xi"":0.3}","{""T"":1.0,""kappa"":1.0,""omega"":0.2,""rho"":-0.495,""v"":0.1,""xi"":0.3}",derived,code/b5_thm35_387.py:254 BASE_H + :358 AXIS_PAIRS_DEF
Exp05_axis__Exp05ax-rho1__OTM_K125,Exp05_axis,Exp05ax-rho1,OTM_K125,heston,,,rho,0.005,,,,,,150,50,,"{""T"":1.0,""kappa"":1.0,""omega"":0.2,""rho"":-0.5,""v"":0.1,""xi"":0.3}","{""T"":1.0,""kappa"":1.0,""omega"":0.2,""rho"":-0.495,""v"":0.1,""xi"":0.3}",derived,code/b5_thm35_387.py:254 BASE_H + :358 AXIS_PAIRS_DEF
Exp05_axis__Exp05ax-rho2__ATM,Exp05_axis,Exp05ax-rho2,ATM,heston,,,rho,0.025,,,,,,150,50,,"{""T"":1.0,""kappa"":1.0,""omega"":0.2,""rho"":-0.5,""v"":0.1,""xi"":0.3}","{""T"":1.0,""kappa"":1.0,""omega"":0.2,""rho"":-0.475,""v"":0.1,""xi"":0.3}",derived,code/b5_thm35_387.py:254 BASE_H + :358 AXIS_PAIRS_DEF
Exp05_axis__Exp05ax-rho2__OTM_K110,Exp05_axis,Exp05ax-rho2,OTM_K110,heston,,,rho,0.025,,,,,,150,50,,"{""T"":1.0,""kappa"":1.0,""omega"":0.2,""rho"":-0.5,""v"":0.1,""xi"":0.3}","{""T"":1.0,""kappa"":1.0,""omega"":0.2,""rho"":-0.475,""v"":0.1,""xi"":0.3}",derived,code/b5_thm35_387.py:254 BASE_H + :358 AXIS_PAIRS_DEF
Exp05_axis__Exp05ax-rho2__OTM_K125,Exp05_axis,Exp05ax-rho2,OTM_K125,heston,,,rho,0.025,,,,,,150,50,,"{""T"":1.0,""kappa"":1.0,""omega"":0.2,""rho"":-0.5,""v"":0.1,""xi"":0.3}","{""T"":1.0,""kappa"":1.0,""omega"":0.2,""rho"":-0.475,""v"":0.1,""xi"":0.3}",derived,code/b5_thm35_387.py:254 BASE_H + :358 AXIS_PAIRS_DEF
Exp05_axis__Exp05ax-rho3__ATM,Exp05_axis,Exp05ax-rho3,ATM,heston,,,rho,0.05,,,,,,150,50,,"{""T"":1.0,""kappa"":1.0,""omega"":0.2,""rho"":-0.5,""v"":0.1,""xi"":0.3}","{""T"":1.0,""kappa"":1.0,""omega"":0.2,""rho"":-0.45,""v"":0.1,""xi"":0.3}",derived,code/b5_thm35_387.py:254 BASE_H + :358 AXIS_PAIRS_DEF
Exp05_axis__Exp05ax-rho3__OTM_K110,Exp05_axis,Exp05ax-rho3,OTM_K110,heston,,,rho,0.05,,,,,,150,50,,"{""T"":1.0,""kappa"":1.0,""omega"":0.2,""rho"":-0.5,""v"":0.1,""xi"":0.3}","{""T"":1.0,""kappa"":1.0,""omega"":0.2,""rho"":-0.45,""v"":0.1,""xi"":0.3}",derived,code/b5_thm35_387.py:254 BASE_H + :358 AXIS_PAIRS_DEF
Exp05_axis__Exp05ax-rho3__OTM_K125,Exp05_axis,Exp05ax-rho3,OTM_K125,heston,,,rho,0.05,,,,,,150,50,,"{""T"":1.0,""kappa"":1.0,""omega"":0.2,""rho"":-0.5,""v"":0.1,""xi"":0.3}","{""T"":1.0,""kappa"":1.0,""omega"":0.2,""rho"":-0.45,""v"":0.1,""xi"":0.3}",derived,code/b5_thm35_387.py:254 BASE_H + :358 AXIS_PAIRS_DEF
Exp05_axis__Exp05ax-rho4__ATM,Exp05_axis,Exp05ax-rho4,ATM,heston,,,rho,0.15,,,,,,150,50,,"{""T"":1.0,""kappa"":1.0,""omega"":0.2,""rho"":-0.5,""v"":0.1,""xi"":0.3}","{""T"":1.0,""kappa"":1.0,""omega"":0.2,""rho"":-0.35,""v"":0.1,""xi"":0.3}",derived,code/b5_thm35_387.py:254 BASE_H + :358 AXIS_PAIRS_DEF
Exp05_axis__Exp05ax-rho4__OTM_K110,Exp05_axis,Exp05ax-rho4,OTM_K110,heston,,,rho,0.15,,,,,,150,50,,"{""T"":1.0,""kappa"":1.0,""omega"":0.2,""rho"":-0.5,""v"":0.1,""xi"":0.3}","{""T"":1.0,""kappa"":1.0,""omega"":0.2,""rho"":-0.35,""v"":0.1,""xi"":0.3}",derived,code/b5_thm35_387.py:254 BASE_H + :358 AXIS_PAIRS_DEF
Exp05_axis__Exp05ax-rho4__OTM_K125,Exp05_axis,Exp05ax-rho4,OTM_K125,heston,,,rho,0.15,,,,,,150,50,,"{""T"":1.0,""kappa"":1.0,""omega"":0.2,""rho"":-0.5,""v"":0.1,""xi"":0.3}","{""T"":1.0,""kappa"":1.0,""omega"":0.2,""rho"":-0.35,""v"":0.1,""xi"":0.3}",derived,code/b5_thm35_387.py:254 BASE_H + :358 AXIS_PAIRS_DEF
Exp05_axis__Exp05ax-rho5__ATM,Exp05_axis,Exp05ax-rho5,ATM,heston,,,rho,0.5,,,,,,150,50,,"{""T"":1.0,""kappa"":1.0,""omega"":0.2,""rho"":-0.5,""v"":0.1,""xi"":0.3}","{""T"":1.0,""kappa"":1.0,""omega"":0.2,""rho"":0.0,""v"":0.1,""xi"":0.3}",derived,code/b5_thm35_387.py:254 BASE_H + :358 AXIS_PAIRS_DEF
Exp05_axis__Exp05ax-rho5__OTM_K110,Exp05_axis,Exp05ax-rho5,OTM_K110,heston,,,rho,0.5,,,,,,150,50,,"{""T"":1.0,""kappa"":1.0,""omega"":0.2,""rho"":-0.5,""v"":0.1,""xi"":0.3}","{""T"":1.0,""kappa"":1.0,""omega"":0.2,""rho"":0.0,""v"":0.1,""xi"":0.3}",derived,code/b5_thm35_387.py:254 BASE_H + :358 AXIS_PAIRS_DEF
Exp05_axis__Exp05ax-rho5__OTM_K125,Exp05_axis,Exp05ax-rho5,OTM_K125,heston,,,rho,0.5,,,,,,150,50,,"{""T"":1.0,""kappa"":1.0,""omega"":0.2,""rho"":-0.5,""v"":0.1,""xi"":0.3}","{""T"":1.0,""kappa"":1.0,""omega"":0.2,""rho"":0.0,""v"":0.1,""xi"":0.3}",derived,code/b5_thm35_387.py:254 BASE_H + :358 AXIS_PAIRS_DEF
Exp05_diag__Exp05dg-vkappa_s1__ATM,Exp05_diag,Exp05dg-vkappa_s1,ATM,heston,,,,,vkappa,1.0,,,,150,50,,"{""T"":1.0,""kappa"":1.0,""omega"":0.2,""rho"":-0.5,""v"":0.1,""xi"":0.3}","{""T"":1.0,""kappa"":1.01,""omega"":0.2,""rho"":-0.5,""v"":0.101,""xi"":0.3}",derived,"code/b5_thm35_387.py:387 DIAG_BASE_STEPS × :395 DIAG_SCALES, clip :372-373"
Exp05_diag__Exp05dg-vkappa_s1__OTM_K110,Exp05_diag,Exp05dg-vkappa_s1,OTM_K110,heston,,,,,vkappa,1.0,,,,150,50,,"{""T"":1.0,""kappa"":1.0,""omega"":0.2,""rho"":-0.5,""v"":0.1,""xi"":0.3}","{""T"":1.0,""kappa"":1.01,""omega"":0.2,""rho"":-0.5,""v"":0.101,""xi"":0.3}",derived,"code/b5_thm35_387.py:387 DIAG_BASE_STEPS × :395 DIAG_SCALES, clip :372-373"
Exp05_diag__Exp05dg-vkappa_s1__OTM_K125,Exp05_diag,Exp05dg-vkappa_s1,OTM_K125,heston,,,,,vkappa,1.0,,,,150,50,,"{""T"":1.0,""kappa"":1.0,""omega"":0.2,""rho"":-0.5,""v"":0.1,""xi"":0.3}","{""T"":1.0,""kappa"":1.01,""omega"":0.2,""rho"":-0.5,""v"":0.101,""xi"":0.3}",derived,"code/b5_thm35_387.py:387 DIAG_BASE_STEPS × :395 DIAG_SCALES, clip :372-373"
Exp05_diag__Exp05dg-vkappa_s2__ATM,Exp05_diag,Exp05dg-vkappa_s2,ATM,heston,,,,,vkappa,2.0,,,,150,50,,"{""T"":1.0,""kappa"":1.0,""omega"":0.2,""rho"":-0.5,""v"":0.1,""xi"":0.3}","{""T"":1.0,""kappa"":1.02,""omega"":0.2,""rho"":-0.5,""v"":0.10200000000000001,""xi"":0.3}",derived,"code/b5_thm35_387.py:387 DIAG_BASE_STEPS × :395 DIAG_SCALES, clip :372-373"
Exp05_diag__Exp05dg-vkappa_s2__OTM_K110,Exp05_diag,Exp05dg-vkappa_s2,OTM_K110,heston,,,,,vkappa,2.0,,,,150,50,,"{""T"":1.0,""kappa"":1.0,""omega"":0.2,""rho"":-0.5,""v"":0.1,""xi"":0.3}","{""T"":1.0,""kappa"":1.02,""omega"":0.2,""rho"":-0.5,""v"":0.10200000000000001,""xi"":0.3}",derived,"code/b5_thm35_387.py:387 DIAG_BASE_STEPS × :395 DIAG_SCALES, clip :372-373"
Exp05_diag__Exp05dg-vkappa_s2__OTM_K125,Exp05_diag,Exp05dg-vkappa_s2,OTM_K125,heston,,,,,vkappa,2.0,,,,150,50,,"{""T"":1.0,""kappa"":1.0,""omega"":0.2,""rho"":-0.5,""v"":0.1,""xi"":0.3}","{""T"":1.0,""kappa"":1.02,""omega"":0.2,""rho"":-0.5,""v"":0.10200000000000001,""xi"":0.3}",derived,"code/b5_thm35_387.py:387 DIAG_BASE_STEPS × :395 DIAG_SCALES, clip :372-373"
Exp05_diag__Exp05dg-vkappa_s4__ATM,Exp05_diag,Exp05dg-vkappa_s4,ATM,heston,,,,,vkappa,4.0,,,,150,50,,"{""T"":1.0,""kappa"":1.0,""omega"":0.2,""rho"":-0.5,""v"":0.1,""xi"":0.3}","{""T"":1.0,""kappa"":1.04,""omega"":0.2,""rho"":-0.5,""v"":0.10400000000000001,""xi"":0.3}",derived,"code/b5_thm35_387.py:387 DIAG_BASE_STEPS × :395 DIAG_SCALES, clip :372-373"
Exp05_diag__Exp05dg-vkappa_s4__OTM_K110,Exp05_diag,Exp05dg-vkappa_s4,OTM_K110,heston,,,,,vkappa,4.0,,,,150,50,,"{""T"":1.0,""kappa"":1.0,""omega"":0.2,""rho"":-0.5,""v"":0.1,""xi"":0.3}","{""T"":1.0,""kappa"":1.04,""omega"":0.2,""rho"":-0.5,""v"":0.10400000000000001,""xi"":0.3}",derived,"code/b5_thm35_387.py:387 DIAG_BASE_STEPS × :395 DIAG_SCALES, clip :372-373"
Exp05_diag__Exp05dg-vkappa_s4__OTM_K125,Exp05_diag,Exp05dg-vkappa_s4,OTM_K125,heston,,,,,vkappa,4.0,,,,150,50,,"{""T"":1.0,""kappa"":1.0,""omega"":0.2,""rho"":-0.5,""v"":0.1,""xi"":0.3}","{""T"":1.0,""kappa"":1.04,""omega"":0.2,""rho"":-0.5,""v"":0.10400000000000001,""xi"":0.3}",derived,"code/b5_thm35_387.py:387 DIAG_BASE_STEPS × :395 DIAG_SCALES, clip :372-373"
Exp05_diag__Exp05dg-vkappa_s8__ATM,Exp05_diag,Exp05dg-vkappa_s8,ATM,heston,,,,,vkappa,8.0,,,,150,50,,"{""T"":1.0,""kappa"":1.0,""omega"":0.2,""rho"":-0.5,""v"":0.1,""xi"":0.3}","{""T"":1.0,""kappa"":1.08,""omega"":0.2,""rho"":-0.5,""v"":0.10800000000000001,""xi"":0.3}",derived,"code/b5_thm35_387.py:387 DIAG_BASE_STEPS × :395 DIAG_SCALES, clip :372-373"
Exp05_diag__Exp05dg-vkappa_s8__OTM_K110,Exp05_diag,Exp05dg-vkappa_s8,OTM_K110,heston,,,,,vkappa,8.0,,,,150,50,,"{""T"":1.0,""kappa"":1.0,""omega"":0.2,""rho"":-0.5,""v"":0.1,""xi"":0.3}","{""T"":1.0,""kappa"":1.08,""omega"":0.2,""rho"":-0.5,""v"":0.10800000000000001,""xi"":0.3}",derived,"code/b5_thm35_387.py:387 DIAG_BASE_STEPS × :395 DIAG_SCALES, clip :372-373"
Exp05_diag__Exp05dg-vkappa_s8__OTM_K125,Exp05_diag,Exp05dg-vkappa_s8,OTM_K125,heston,,,,,vkappa,8.0,,,,150,50,,"{""T"":1.0,""kappa"":1.0,""omega"":0.2,""rho"":-0.5,""v"":0.1,""xi"":0.3}","{""T"":1.0,""kappa"":1.08,""omega"":0.2,""rho"":-0.5,""v"":0.10800000000000001,""xi"":0.3}",derived,"code/b5_thm35_387.py:387 DIAG_BASE_STEPS × :395 DIAG_SCALES, clip :372-373"
Exp05_diag__Exp05dg-vkappa_s16__ATM,Exp05_diag,Exp05dg-vkappa_s16,ATM,heston,,,,,vkappa,16.0,,,,150,50,,"{""T"":1.0,""kappa"":1.0,""omega"":0.2,""rho"":-0.5,""v"":0.1,""xi"":0.3}","{""T"":1.0,""kappa"":1.16,""omega"":0.2,""rho"":-0.5,""v"":0.116,""xi"":0.3}",derived,"code/b5_thm35_387.py:387 DIAG_BASE_STEPS × :395 DIAG_SCALES, clip :372-373"
Exp05_diag__Exp05dg-vkappa_s16__OTM_K110,Exp05_diag,Exp05dg-vkappa_s16,OTM_K110,heston,,,,,vkappa,16.0,,,,150,50,,"{""T"":1.0,""kappa"":1.0,""omega"":0.2,""rho"":-0.5,""v"":0.1,""xi"":0.3}","{""T"":1.0,""kappa"":1.16,""omega"":0.2,""rho"":-0.5,""v"":0.116,""xi"":0.3}",derived,"code/b5_thm35_387.py:387 DIAG_BASE_STEPS × :395 DIAG_SCALES, clip :372-373"
Exp05_diag__Exp05dg-vkappa_s16__OTM_K125,Exp05_diag,Exp05dg-vkappa_s16,OTM_K125,heston,,,,,vkappa,16.0,,,,150,50,,"{""T"":1.0,""kappa"":1.0,""omega"":0.2,""rho"":-0.5,""v"":0.1,""xi"":0.3}","{""T"":1.0,""kappa"":1.16,""omega"":0.2,""rho"":-0.5,""v"":0.116,""xi"":0.3}",derived,"code/b5_thm35_387.py:387 DIAG_BASE_STEPS × :395 DIAG_SCALES, clip :372-373"
Exp05_diag__Exp05dg-vomega_s1__ATM,Exp05_diag,Exp05dg-vomega_s1,ATM,heston,,,,,vomega,1.0,,,,150,50,,"{""T"":1.0,""kappa"":1.0,""omega"":0.2,""rho"":-0.5,""v"":0.1,""xi"":0.3}","{""T"":1.0,""kappa"":1.0,""omega"":0.202,""rho"":-0.5,""v"":0.101,""xi"":0.3}",derived,"code/b5_thm35_387.py:387 DIAG_BASE_STEPS × :395 DIAG_SCALES, clip :372-373"
Exp05_diag__Exp05dg-vomega_s1__OTM_K110,Exp05_diag,Exp05dg-vomega_s1,OTM_K110,heston,,,,,vomega,1.0,,,,150,50,,"{""T"":1.0,""kappa"":1.0,""omega"":0.2,""rho"":-0.5,""v"":0.1,""xi"":0.3}","{""T"":1.0,""kappa"":1.0,""omega"":0.202,""rho"":-0.5,""v"":0.101,""xi"":0.3}",derived,"code/b5_thm35_387.py:387 DIAG_BASE_STEPS × :395 DIAG_SCALES, clip :372-373"
Exp05_diag__Exp05dg-vomega_s1__OTM_K125,Exp05_diag,Exp05dg-vomega_s1,OTM_K125,heston,,,,,vomega,1.0,,,,150,50,,"{""T"":1.0,""kappa"":1.0,""omega"":0.2,""rho"":-0.5,""v"":0.1,""xi"":0.3}","{""T"":1.0,""kappa"":1.0,""omega"":0.202,""rho"":-0.5,""v"":0.101,""xi"":0.3}",derived,"code/b5_thm35_387.py:387 DIAG_BASE_STEPS × :395 DIAG_SCALES, clip :372-373"
Exp05_diag__Exp05dg-vomega_s2__ATM,Exp05_diag,Exp05dg-vomega_s2,ATM,heston,,,,,vomega,2.0,,,,150,50,,"{""T"":1.0,""kappa"":1.0,""omega"":0.2,""rho"":-0.5,""v"":0.1,""xi"":0.3}","{""T"":1.0,""kappa"":1.0,""omega"":0.20400000000000001,""rho"":-0.5,""v"":0.10200000000000001,""xi"":0.3}",derived,"code/b5_thm35_387.py:387 DIAG_BASE_STEPS × :395 DIAG_SCALES, clip :372-373"
Exp05_diag__Exp05dg-vomega_s2__OTM_K110,Exp05_diag,Exp05dg-vomega_s2,OTM_K110,heston,,,,,vomega,2.0,,,,150,50,,"{""T"":1.0,""kappa"":1.0,""omega"":0.2,""rho"":-0.5,""v"":0.1,""xi"":0.3}","{""T"":1.0,""kappa"":1.0,""omega"":0.20400000000000001,""rho"":-0.5,""v"":0.10200000000000001,""xi"":0.3}",derived,"code/b5_thm35_387.py:387 DIAG_BASE_STEPS × :395 DIAG_SCALES, clip :372-373"
Exp05_diag__Exp05dg-vomega_s2__OTM_K125,Exp05_diag,Exp05dg-vomega_s2,OTM_K125,heston,,,,,vomega,2.0,,,,150,50,,"{""T"":1.0,""kappa"":1.0,""omega"":0.2,""rho"":-0.5,""v"":0.1,""xi"":0.3}","{""T"":1.0,""kappa"":1.0,""omega"":0.20400000000000001,""rho"":-0.5,""v"":0.10200000000000001,""xi"":0.3}",derived,"code/b5_thm35_387.py:387 DIAG_BASE_STEPS × :395 DIAG_SCALES, clip :372-373"
Exp05_diag__Exp05dg-vomega_s4__ATM,Exp05_diag,Exp05dg-vomega_s4,ATM,heston,,,,,vomega,4.0,,,,150,50,,"{""T"":1.0,""kappa"":1.0,""omega"":0.2,""rho"":-0.5,""v"":0.1,""xi"":0.3}","{""T"":1.0,""kappa"":1.0,""omega"":0.20800000000000002,""rho"":-0.5,""v"":0.10400000000000001,""xi"":0.3}",derived,"code/b5_thm35_387.py:387 DIAG_BASE_STEPS × :395 DIAG_SCALES, clip :372-373"
Exp05_diag__Exp05dg-vomega_s4__OTM_K110,Exp05_diag,Exp05dg-vomega_s4,OTM_K110,heston,,,,,vomega,4.0,,,,150,50,,"{""T"":1.0,""kappa"":1.0,""omega"":0.2,""rho"":-0.5,""v"":0.1,""xi"":0.3}","{""T"":1.0,""kappa"":1.0,""omega"":0.20800000000000002,""rho"":-0.5,""v"":0.10400000000000001,""xi"":0.3}",derived,"code/b5_thm35_387.py:387 DIAG_BASE_STEPS × :395 DIAG_SCALES, clip :372-373"
Exp05_diag__Exp05dg-vomega_s4__OTM_K125,Exp05_diag,Exp05dg-vomega_s4,OTM_K125,heston,,,,,vomega,4.0,,,,150,50,,"{""T"":1.0,""kappa"":1.0,""omega"":0.2,""rho"":-0.5,""v"":0.1,""xi"":0.3}","{""T"":1.0,""kappa"":1.0,""omega"":0.20800000000000002,""rho"":-0.5,""v"":0.10400000000000001,""xi"":0.3}",derived,"code/b5_thm35_387.py:387 DIAG_BASE_STEPS × :395 DIAG_SCALES, clip :372-373"
Exp05_diag__Exp05dg-vomega_s8__ATM,Exp05_diag,Exp05dg-vomega_s8,ATM,heston,,,,,vomega,8.0,,,,150,50,,"{""T"":1.0,""kappa"":1.0,""omega"":0.2,""rho"":-0.5,""v"":0.1,""xi"":0.3}","{""T"":1.0,""kappa"":1.0,""omega"":0.21600000000000003,""rho"":-0.5,""v"":0.10800000000000001,""xi"":0.3}",derived,"code/b5_thm35_387.py:387 DIAG_BASE_STEPS × :395 DIAG_SCALES, clip :372-373"
Exp05_diag__Exp05dg-vomega_s8__OTM_K110,Exp05_diag,Exp05dg-vomega_s8,OTM_K110,heston,,,,,vomega,8.0,,,,150,50,,"{""T"":1.0,""kappa"":1.0,""omega"":0.2,""rho"":-0.5,""v"":0.1,""xi"":0.3}","{""T"":1.0,""kappa"":1.0,""omega"":0.21600000000000003,""rho"":-0.5,""v"":0.10800000000000001,""xi"":0.3}",derived,"code/b5_thm35_387.py:387 DIAG_BASE_STEPS × :395 DIAG_SCALES, clip :372-373"
Exp05_diag__Exp05dg-vomega_s8__OTM_K125,Exp05_diag,Exp05dg-vomega_s8,OTM_K125,heston,,,,,vomega,8.0,,,,150,50,,"{""T"":1.0,""kappa"":1.0,""omega"":0.2,""rho"":-0.5,""v"":0.1,""xi"":0.3}","{""T"":1.0,""kappa"":1.0,""omega"":0.21600000000000003,""rho"":-0.5,""v"":0.10800000000000001,""xi"":0.3}",derived,"code/b5_thm35_387.py:387 DIAG_BASE_STEPS × :395 DIAG_SCALES, clip :372-373"
Exp05_diag__Exp05dg-vomega_s16__ATM,Exp05_diag,Exp05dg-vomega_s16,ATM,heston,,,,,vomega,16.0,,,,150,50,,"{""T"":1.0,""kappa"":1.0,""omega"":0.2,""rho"":-0.5,""v"":0.1,""xi"":0.3}","{""T"":1.0,""kappa"":1.0,""omega"":0.232,""rho"":-0.5,""v"":0.116,""xi"":0.3}",derived,"code/b5_thm35_387.py:387 DIAG_BASE_STEPS × :395 DIAG_SCALES, clip :372-373"
Exp05_diag__Exp05dg-vomega_s16__OTM_K110,Exp05_diag,Exp05dg-vomega_s16,OTM_K110,heston,,,,,vomega,16.0,,,,150,50,,"{""T"":1.0,""kappa"":1.0,""omega"":0.2,""rho"":-0.5,""v"":0.1,""xi"":0.3}","{""T"":1.0,""kappa"":1.0,""omega"":0.232,""rho"":-0.5,""v"":0.116,""xi"":0.3}",derived,"code/b5_thm35_387.py:387 DIAG_BASE_STEPS × :395 DIAG_SCALES, clip :372-373"
Exp05_diag__Exp05dg-vomega_s16__OTM_K125,Exp05_diag,Exp05dg-vomega_s16,OTM_K125,heston,,,,,vomega,16.0,,,,150,50,,"{""T"":1.0,""kappa"":1.0,""omega"":0.2,""rho"":-0.5,""v"":0.1,""xi"":0.3}","{""T"":1.0,""kappa"":1.0,""omega"":0.232,""rho"":-0.5,""v"":0.116,""xi"":0.3}",derived,"code/b5_thm35_387.py:387 DIAG_BASE_STEPS × :395 DIAG_SCALES, clip :372-373"
